image_path,classes
data\dataset_2_split\train\images\16-050-ls-34-g01_14820_15960.jpg,
data\dataset_2_split\train\images\16-050-ls-34-g01_18240_19380.jpg,0
data\dataset_2_split\train\images\16-050-ls-34-g01_20520_21660.jpg,7
data\dataset_2_split\train\images\16-050-ls-34-g01_21660_22800.jpg,
data\dataset_2_split\train\images\16-050-ls-34-g01_22800_23940.jpg,
data\dataset_2_split\train\images\16-050-ls-34-g01_2280_3420.jpg,6
data\dataset_2_split\train\images\16-050-ls-34-g01_26220_27360.jpg,
data\dataset_2_split\train\images\16-050-ls-34-g01_28500_29640.jpg,
data\dataset_2_split\train\images\16-050-ls-34-g01_29640_30780.jpg,
data\dataset_2_split\train\images\16-050-ls-34-g01_3420_4560.jpg,
data\dataset_2_split\train\images\16-060-ls-34-g01_0_1140.jpg,
data\dataset_2_split\train\images\16-060-ls-34-g01_18240_19380.jpg,6
data\dataset_2_split\train\images\16-060-ls-34-g01_19380_20520.jpg,"0,7"
data\dataset_2_split\train\images\16-060-ls-34-g01_22800_23940.jpg,0
data\dataset_2_split\train\images\16-060-ls-34-g01_26220_27360.jpg,6
data\dataset_2_split\train\images\16-060-ls-34-g01_27360_28500.jpg,7
data\dataset_2_split\train\images\16-060-ls-34-g01_28500_29640.jpg,
data\dataset_2_split\train\images\16-060-ls-34-g01_3420_4560.jpg,7
data\dataset_2_split\train\images\16-060-ls-34-g01_6840_7980.jpg,
data\dataset_2_split\train\images\16-060-ls-34-g01_9120_10260.jpg,6
data\dataset_2_split\train\images\16-070-ls-34-g01_0_1140.jpg,
data\dataset_2_split\train\images\16-070-ls-34-g01_11400_12540.jpg,1
data\dataset_2_split\train\images\16-070-ls-34-g01_12540_13680.jpg,0
data\dataset_2_split\train\images\16-070-ls-34-g01_17100_18240.jpg,
data\dataset_2_split\train\images\16-070-ls-34-g01_19380_20520.jpg,7
data\dataset_2_split\train\images\16-070-ls-34-g01_25080_26220.jpg,
data\dataset_2_split\train\images\16-070-ls-34-g01_26220_27360.jpg,6
data\dataset_2_split\train\images\16-070-ls-34-g01_27360_28500.jpg,0
data\dataset_2_split\train\images\16-070-ls-34-g01_9120_10260.jpg,6
data\dataset_2_split\train\images\16-080-ls-34-g01_10260_11400.jpg,7
data\dataset_2_split\train\images\16-080-ls-34-g01_11400_12540.jpg,
data\dataset_2_split\train\images\16-080-ls-34-g01_1140_2280.jpg,0
data\dataset_2_split\train\images\16-080-ls-34-g01_12540_13680.jpg,
data\dataset_2_split\train\images\16-080-ls-34-g01_18240_19380.jpg,7
data\dataset_2_split\train\images\16-080-ls-34-g01_21660_22800.jpg,0
data\dataset_2_split\train\images\16-080-ls-34-g01_26220_27360.jpg,0
data\dataset_2_split\train\images\16-080-ls-34-g01_27360_28500.jpg,7
data\dataset_2_split\train\images\16-080-ls-34-g01_3420_4560.jpg,"0,7"
data\dataset_2_split\train\images\16-080-ls-34-g01_4560_5700.jpg,1
data\dataset_2_split\train\images\16-080-ls-34-g01_6840_7980.jpg,1
data\dataset_2_split\train\images\16-090-ls-34-g01_11400_12540.jpg,
data\dataset_2_split\train\images\16-090-ls-34-g01_13680_14820.jpg,
data\dataset_2_split\train\images\16-090-ls-34-g01_18240_19380.jpg,6
data\dataset_2_split\train\images\16-090-ls-34-g01_2280_3420.jpg,6
data\dataset_2_split\train\images\16-090-ls-34-g01_26220_27360.jpg,
data\dataset_2_split\train\images\16-090-ls-34-g01_27360_28500.jpg,6
data\dataset_2_split\train\images\16-090-ls-34-g01_29640_30780.jpg,
data\dataset_2_split\train\images\16-090-ls-34-g01_30780_31920.jpg,
data\dataset_2_split\train\images\16-100-ls-14-h02_14820_15960.jpg,1
data\dataset_2_split\train\images\16-100-ls-14-h02_18240_19380.jpg,0
data\dataset_2_split\train\images\16-100-ls-14-h02_19380_20520.jpg,"0,7"
data\dataset_2_split\train\images\16-100-ls-14-h02_26220_27360.jpg,6
data\dataset_2_split\train\images\16-100-ls-14-h02_27360_28500.jpg,7
data\dataset_2_split\train\images\16-100-ls-14-h02_28500_29640.jpg,0
data\dataset_2_split\train\images\16-100-ls-14-h02_29640_30780.jpg,
data\dataset_2_split\train\images\16-100-ls-14-h02_30780_31920.jpg,
data\dataset_2_split\train\images\16-100-ls-14-h02_4560_5700.jpg,
data\dataset_2_split\train\images\16-100-ls-14-h02_9120_10260.jpg,6
data\dataset_2_split\train\images\16-110-ls-14-h02_10260_11400.jpg,7
data\dataset_2_split\train\images\16-110-ls-14-h02_1140_2280.jpg,6
data\dataset_2_split\train\images\16-110-ls-14-h02_13680_14820.jpg,1
data\dataset_2_split\train\images\16-110-ls-14-h02_14820_15960.jpg,0
data\dataset_2_split\train\images\16-110-ls-14-h02_15960_17100.jpg,
data\dataset_2_split\train\images\16-110-ls-14-h02_18240_19380.jpg,6
data\dataset_2_split\train\images\16-110-ls-14-h02_22800_23940.jpg,1
data\dataset_2_split\train\images\16-110-ls-14-h02_2280_3420.jpg,
data\dataset_2_split\train\images\16-110-ls-14-h02_25080_26220.jpg,0
data\dataset_2_split\train\images\16-110-ls-14-h02_28500_29640.jpg,
data\dataset_2_split\train\images\16-110-ls-14-h02_30780_31920.jpg,
data\dataset_2_split\train\images\16-110-ls-14-h02_5700_6840.jpg,0
data\dataset_2_split\train\images\16-120-ls-14-h02_12540_13680.jpg,
data\dataset_2_split\train\images\16-120-ls-14-h02_13680_14820.jpg,
data\dataset_2_split\train\images\16-120-ls-14-h02_15960_17100.jpg,
data\dataset_2_split\train\images\16-120-ls-14-h02_20520_21660.jpg,0
data\dataset_2_split\train\images\16-120-ls-14-h02_21660_22800.jpg,0
data\dataset_2_split\train\images\16-120-ls-14-h02_26220_27360.jpg,6
data\dataset_2_split\train\images\16-120-ls-14-h02_29640_30780.jpg,
data\dataset_2_split\train\images\16-120-ls-14-h02_3420_4560.jpg,
data\dataset_2_split\train\images\16-120-ls-14-h02_5700_6840.jpg,0
data\dataset_2_split\train\images\16-130-ls-14-h02_10260_11400.jpg,0
data\dataset_2_split\train\images\16-130-ls-14-h02_15960_17100.jpg,0
data\dataset_2_split\train\images\16-130-ls-14-h02_19380_20520.jpg,7
data\dataset_2_split\train\images\16-130-ls-14-h02_21660_22800.jpg,0
data\dataset_2_split\train\images\16-130-ls-14-h02_2280_3420.jpg,6
data\dataset_2_split\train\images\16-130-ls-14-h02_27360_28500.jpg,7
data\dataset_2_split\train\images\16-130-ls-14-h02_28500_29640.jpg,
data\dataset_2_split\train\images\16-130-ls-14-h02_29640_30780.jpg,1
data\dataset_2_split\train\images\16-130-ls-14-h02_30780_31920.jpg,0
data\dataset_2_split\train\images\16-130-ls-14-h02_3420_4560.jpg,7
data\dataset_2_split\train\images\16-130-ls-14-h02_4560_5700.jpg,
data\dataset_2_split\train\images\16-140-ls-14-h02_18240_19380.jpg,0
data\dataset_2_split\train\images\16-140-ls-14-h02_19380_20520.jpg,7
data\dataset_2_split\train\images\16-140-ls-14-h02_2280_3420.jpg,
data\dataset_2_split\train\images\16-140-ls-14-h02_25080_26220.jpg,0
data\dataset_2_split\train\images\16-140-ls-14-h02_26220_27360.jpg,6
data\dataset_2_split\train\images\16-140-ls-14-h02_29640_30780.jpg,
data\dataset_2_split\train\images\16-140-ls-14-h02_3420_4560.jpg,7
data\dataset_2_split\train\images\16-140-ls-14-h02_4560_5700.jpg,
data\dataset_2_split\train\images\16-140-ls-14-h02_9120_10260.jpg,6
data\dataset_2_split\train\images\16-150-ls-14-h02_12540_13680.jpg,1
data\dataset_2_split\train\images\16-150-ls-14-h02_14820_15960.jpg,
data\dataset_2_split\train\images\16-150-ls-14-h02_17100_18240.jpg,0
data\dataset_2_split\train\images\16-150-ls-14-h02_22800_23940.jpg,0
data\dataset_2_split\train\images\16-150-ls-14-h02_25080_26220.jpg,
data\dataset_2_split\train\images\16-150-ls-14-h02_28500_29640.jpg,0
data\dataset_2_split\train\images\16-150-ls-14-h02_3420_4560.jpg,7
data\dataset_2_split\train\images\16-160-ls-14-h02_0_1140.jpg,
data\dataset_2_split\train\images\16-160-ls-14-h02_10260_11400.jpg,7
data\dataset_2_split\train\images\16-160-ls-14-h02_1140_2280.jpg,
data\dataset_2_split\train\images\16-160-ls-14-h02_18240_19380.jpg,6
data\dataset_2_split\train\images\16-160-ls-14-h02_21660_22800.jpg,0
data\dataset_2_split\train\images\16-160-ls-14-h02_25080_26220.jpg,0
data\dataset_2_split\train\images\16-160-ls-14-h02_27360_28500.jpg,7
data\dataset_2_split\train\images\16-160-ls-14-h02_3420_4560.jpg,7
data\dataset_2_split\train\images\16-160-ls-14-h02_4560_5700.jpg,
data\dataset_2_split\train\images\16-160-ls-14-h02_5700_6840.jpg,
data\dataset_2_split\train\images\16-170-ls-14-h02_10260_11400.jpg,7
data\dataset_2_split\train\images\16-170-ls-14-h02_11400_12540.jpg,0
data\dataset_2_split\train\images\16-170-ls-14-h02_1140_2280.jpg,6
data\dataset_2_split\train\images\16-170-ls-14-h02_23940_25080.jpg,12
data\dataset_2_split\train\images\16-170-ls-14-h02_25080_26220.jpg,
data\dataset_2_split\train\images\16-170-ls-14-h02_27360_28500.jpg,7
data\dataset_2_split\train\images\16-170-ls-14-h02_29640_30780.jpg,0
data\dataset_2_split\train\images\16-170-ls-14-h02_3420_4560.jpg,7
data\dataset_2_split\train\images\16-170-ls-14-h02_4560_5700.jpg,
data\dataset_2_split\train\images\16-170-ls-14-h02_7980_9120.jpg,
data\dataset_2_split\train\images\16-180-ls-14-h02_10260_11400.jpg,"0,7"
data\dataset_2_split\train\images\16-180-ls-14-h02_1140_2280.jpg,
data\dataset_2_split\train\images\16-180-ls-14-h02_15960_17100.jpg,
data\dataset_2_split\train\images\16-180-ls-14-h02_19380_20520.jpg,"1,7,10"
data\dataset_2_split\train\images\16-180-ls-14-h02_20520_21660.jpg,10
data\dataset_2_split\train\images\16-180-ls-14-h02_21660_22800.jpg,0
data\dataset_2_split\train\images\16-180-ls-14-h02_2280_3420.jpg,"1,6"
data\dataset_2_split\train\images\16-180-ls-14-h02_27360_28500.jpg,"0,1"
data\dataset_2_split\train\images\16-180-ls-14-h02_29640_30780.jpg,0
data\dataset_2_split\train\images\16-180-ls-14-h02_30780_31920.jpg,1
data\dataset_2_split\train\images\16-180-ls-14-h02_3420_4560.jpg,7
data\dataset_2_split\train\images\16-190-ls-34-g01_0_1140.jpg,
data\dataset_2_split\train\images\16-190-ls-34-g01_10260_11400.jpg,0
data\dataset_2_split\train\images\16-190-ls-34-g01_11400_12540.jpg,0
data\dataset_2_split\train\images\16-190-ls-34-g01_13680_14820.jpg,0
data\dataset_2_split\train\images\16-190-ls-34-g01_14820_15960.jpg,0
data\dataset_2_split\train\images\16-190-ls-34-g01_18240_19380.jpg,6
data\dataset_2_split\train\images\16-190-ls-34-g01_21660_22800.jpg,1
data\dataset_2_split\train\images\16-190-ls-34-g01_27360_28500.jpg,7
data\dataset_2_split\train\images\16-190-ls-34-g01_28500_29640.jpg,
data\dataset_2_split\train\images\16-190-ls-34-g01_30780_31920.jpg,
data\dataset_2_split\train\images\16-190-ls-34-g01_3420_4560.jpg,7
data\dataset_2_split\train\images\16-190-ls-34-g01_4560_5700.jpg,0
data\dataset_2_split\train\images\16-190-ls-34-g01_7980_9120.jpg,
data\dataset_2_split\train\images\16-200-ls-34-g01_0_1140.jpg,
data\dataset_2_split\train\images\16-200-ls-34-g01_10260_11400.jpg,"2,7"
data\dataset_2_split\train\images\16-200-ls-34-g01_11400_12540.jpg,2
data\dataset_2_split\train\images\16-200-ls-34-g01_12540_13680.jpg,2
data\dataset_2_split\train\images\16-200-ls-34-g01_18240_19380.jpg,6
data\dataset_2_split\train\images\16-200-ls-34-g01_20520_21660.jpg,0
data\dataset_2_split\train\images\16-200-ls-34-g01_2280_3420.jpg,6
data\dataset_2_split\train\images\16-200-ls-34-g01_23940_25080.jpg,
data\dataset_2_split\train\images\16-200-ls-34-g01_25080_26220.jpg,
data\dataset_2_split\train\images\16-200-ls-34-g01_26220_27360.jpg,6
data\dataset_2_split\train\images\16-200-ls-34-g01_28500_29640.jpg,1
data\dataset_2_split\train\images\16-200-ls-34-g01_5700_6840.jpg,0
data\dataset_2_split\train\images\16-200-ls-34-g01_7980_9120.jpg,0
data\dataset_2_split\train\images\16-200-ls-34-g01_9120_10260.jpg,0
data\dataset_2_split\train\images\16-210-ls-34-g01_10260_11400.jpg,7
data\dataset_2_split\train\images\16-210-ls-34-g01_12540_13680.jpg,
data\dataset_2_split\train\images\16-210-ls-34-g01_13680_14820.jpg,
data\dataset_2_split\train\images\16-210-ls-34-g01_17100_18240.jpg,
data\dataset_2_split\train\images\16-210-ls-34-g01_18240_19380.jpg,6
data\dataset_2_split\train\images\16-210-ls-34-g01_19380_20520.jpg,7
data\dataset_2_split\train\images\16-210-ls-34-g01_21660_22800.jpg,
data\dataset_2_split\train\images\16-210-ls-34-g01_26220_27360.jpg,6
data\dataset_2_split\train\images\16-210-ls-34-g01_29640_30780.jpg,
data\dataset_2_split\train\images\16-210-ls-34-g01_4560_5700.jpg,
data\dataset_2_split\train\images\16-210-ls-34-g01_6840_7980.jpg,0
data\dataset_2_split\train\images\16-210-ls-34-g01_9120_10260.jpg,"0,1,6"
data\dataset_2_split\train\images\16-220-ls-34-g01_0_1140.jpg,
data\dataset_2_split\train\images\16-220-ls-34-g01_10260_11400.jpg,7
data\dataset_2_split\train\images\16-220-ls-34-g01_13680_14820.jpg,
data\dataset_2_split\train\images\16-220-ls-34-g01_18240_19380.jpg,6
data\dataset_2_split\train\images\16-220-ls-34-g01_19380_20520.jpg,
data\dataset_2_split\train\images\16-220-ls-34-g01_22800_23940.jpg,
data\dataset_2_split\train\images\16-220-ls-34-g01_26220_27360.jpg,6
data\dataset_2_split\train\images\16-220-ls-34-g01_29640_30780.jpg,
data\dataset_2_split\train\images\16-220-ls-34-g01_3420_4560.jpg,7
data\dataset_2_split\train\images\16-220-ls-34-g01_6840_7980.jpg,0
data\dataset_2_split\train\images\16-220-ls-34-g01_7980_9120.jpg,2
data\dataset_2_split\train\images\16-230-ls-34-g01_0_1140.jpg,
data\dataset_2_split\train\images\16-230-ls-34-g01_10260_11400.jpg,7
data\dataset_2_split\train\images\16-230-ls-34-g01_18240_19380.jpg,6
data\dataset_2_split\train\images\16-230-ls-34-g01_28500_29640.jpg,
data\dataset_2_split\train\images\16-230-ls-34-g01_29640_30780.jpg,
data\dataset_2_split\train\images\16-230-ls-34-g01_30780_31920.jpg,
data\dataset_2_split\train\images\16-230-ls-34-g01_4560_5700.jpg,
data\dataset_2_split\train\images\16-230-ls-34-g01_9120_10260.jpg,6
data\dataset_2_split\train\images\16-240-ls-34-g01_0_1140.jpg,
data\dataset_2_split\train\images\16-240-ls-34-g01_10260_11400.jpg,7
data\dataset_2_split\train\images\16-240-ls-34-g01_12540_13680.jpg,
data\dataset_2_split\train\images\16-240-ls-34-g01_13680_14820.jpg,
data\dataset_2_split\train\images\16-240-ls-34-g01_18240_19380.jpg,0
data\dataset_2_split\train\images\16-240-ls-34-g01_19380_20520.jpg,7
data\dataset_2_split\train\images\16-240-ls-34-g01_23940_25080.jpg,
data\dataset_2_split\train\images\16-240-ls-34-g01_26220_27360.jpg,"0,6"
data\dataset_2_split\train\images\16-240-ls-34-g01_3420_4560.jpg,7
data\dataset_2_split\train\images\16-250-ls-34-g01_1140_2280.jpg,
data\dataset_2_split\train\images\16-250-ls-34-g01_19380_20520.jpg,7
data\dataset_2_split\train\images\16-250-ls-34-g01_29640_30780.jpg,
data\dataset_2_split\train\images\16-250-ls-34-g01_3420_4560.jpg,7
data\dataset_2_split\train\images\16-250-ls-34-g01_5700_6840.jpg,
data\dataset_2_split\train\images\16-250-ls-34-g01_6840_7980.jpg,
data\dataset_2_split\train\images\16-250-ls-34-g01_7980_9120.jpg,0
data\dataset_2_split\train\images\16-250-ls-r1-1-1sr4_11400_12540.jpg,
data\dataset_2_split\train\images\16-250-ls-r1-1-1sr4_1140_2280.jpg,6
data\dataset_2_split\train\images\16-250-ls-r1-1-1sr4_12540_13680.jpg,
data\dataset_2_split\train\images\16-250-ls-r1-1-1sr4_13680_14820.jpg,
data\dataset_2_split\train\images\16-250-ls-r1-1-1sr4_17100_18240.jpg,0
data\dataset_2_split\train\images\16-250-ls-r1-1-1sr4_2280_3420.jpg,0
data\dataset_2_split\train\images\16-250-ls-r1-1-1sr4_26220_27360.jpg,6
data\dataset_2_split\train\images\16-250-ls-r1-1-1sr4_28500_29640.jpg,
data\dataset_2_split\train\images\16-250-ls-r1-1-1sr4_7980_9120.jpg,0
data\dataset_2_split\train\images\16-260-ls-14-h02_1140_2280.jpg,
data\dataset_2_split\train\images\16-260-ls-14-h02_12540_13680.jpg,
data\dataset_2_split\train\images\16-260-ls-14-h02_14820_15960.jpg,11
data\dataset_2_split\train\images\16-260-ls-14-h02_17100_18240.jpg,
data\dataset_2_split\train\images\16-260-ls-14-h02_18240_19380.jpg,6
data\dataset_2_split\train\images\16-260-ls-14-h02_21660_22800.jpg,0
data\dataset_2_split\train\images\16-260-ls-14-h02_22800_23940.jpg,
data\dataset_2_split\train\images\16-260-ls-14-h02_2280_3420.jpg,6
data\dataset_2_split\train\images\16-260-ls-14-h02_25080_26220.jpg,0
data\dataset_2_split\train\images\16-260-ls-14-h02_26220_27360.jpg,1
data\dataset_2_split\train\images\16-260-ls-14-h02_28500_29640.jpg,
data\dataset_2_split\train\images\16-260-ls-14-h02_29640_30780.jpg,
data\dataset_2_split\train\images\16-260-ls-14-h02_3420_4560.jpg,
data\dataset_2_split\train\images\16-260-ls-14-h02_4560_5700.jpg,
data\dataset_2_split\train\images\16-270-ls-14-h02_11400_12540.jpg,1
data\dataset_2_split\train\images\16-270-ls-14-h02_1140_2280.jpg,
data\dataset_2_split\train\images\16-270-ls-14-h02_15960_17100.jpg,11
data\dataset_2_split\train\images\16-270-ls-14-h02_18240_19380.jpg,0
data\dataset_2_split\train\images\16-270-ls-14-h02_2280_3420.jpg,6
data\dataset_2_split\train\images\16-270-ls-14-h02_26220_27360.jpg,1
data\dataset_2_split\train\images\16-270-ls-14-h02_27360_28500.jpg,7
data\dataset_2_split\train\images\16-270-ls-14-h02_30780_31920.jpg,
data\dataset_2_split\train\images\16-270-ls-14-h02_3420_4560.jpg,
data\dataset_2_split\train\images\16-270-ls-14-h02_4560_5700.jpg,
data\dataset_2_split\train\images\16-270-ls-14-h02_5700_6840.jpg,
data\dataset_2_split\train\images\16-270-ls-14-h02_7980_9120.jpg,
data\dataset_2_split\train\images\16-280-ls-34-g01_0_1140.jpg,
data\dataset_2_split\train\images\16-280-ls-34-g01_12540_13680.jpg,
data\dataset_2_split\train\images\16-280-ls-34-g01_14820_15960.jpg,
data\dataset_2_split\train\images\16-280-ls-34-g01_15960_17100.jpg,
data\dataset_2_split\train\images\16-280-ls-34-g01_17100_18240.jpg,6
data\dataset_2_split\train\images\16-280-ls-34-g01_18240_19380.jpg,7
data\dataset_2_split\train\images\16-280-ls-34-g01_22800_23940.jpg,1
data\dataset_2_split\train\images\16-280-ls-34-g01_23940_25080.jpg,
data\dataset_2_split\train\images\16-280-ls-34-g01_30780_31920.jpg,
data\dataset_2_split\train\images\16-280-ls-34-g01_4560_5700.jpg,
data\dataset_2_split\train\images\16-280-ls-34-g01_5700_6840.jpg,
data\dataset_2_split\train\images\16-290-ls-34-g01_10260_11400.jpg,0
data\dataset_2_split\train\images\16-290-ls-34-g01_11400_12540.jpg,
data\dataset_2_split\train\images\16-290-ls-34-g01_1140_2280.jpg,0
data\dataset_2_split\train\images\16-290-ls-34-g01_12540_13680.jpg,0
data\dataset_2_split\train\images\16-290-ls-34-g01_14820_15960.jpg,
data\dataset_2_split\train\images\16-290-ls-34-g01_19380_20520.jpg,
data\dataset_2_split\train\images\16-290-ls-34-g01_21660_22800.jpg,
data\dataset_2_split\train\images\16-290-ls-34-g01_22800_23940.jpg,0
data\dataset_2_split\train\images\16-290-ls-34-g01_2280_3420.jpg,
data\dataset_2_split\train\images\16-290-ls-34-g01_3420_4560.jpg,"7,11"
data\dataset_2_split\train\images\16-290-ls-34-g01_4560_5700.jpg,
data\dataset_2_split\train\images\16-290-ls-34-g01_6840_7980.jpg,0
data\dataset_2_split\train\images\16-300-ls-34-g01_10260_11400.jpg,7
data\dataset_2_split\train\images\16-300-ls-34-g01_11400_12540.jpg,
data\dataset_2_split\train\images\16-300-ls-34-g01_1140_2280.jpg,
data\dataset_2_split\train\images\16-300-ls-34-g01_12540_13680.jpg,
data\dataset_2_split\train\images\16-300-ls-34-g01_13680_14820.jpg,
data\dataset_2_split\train\images\16-300-ls-34-g01_22800_23940.jpg,
data\dataset_2_split\train\images\16-300-ls-34-g01_29640_30780.jpg,
data\dataset_2_split\train\images\16-300-ls-34-g01_3420_4560.jpg,7
data\dataset_2_split\train\images\16-300-ls-34-g01_6840_7980.jpg,
data\dataset_2_split\train\images\16-310-ls-34-g01_20520_21660.jpg,
data\dataset_2_split\train\images\16-310-ls-34-g01_21660_22800.jpg,
data\dataset_2_split\train\images\16-310-ls-34-g01_23940_25080.jpg,
data\dataset_2_split\train\images\16-310-ls-34-g01_26220_27360.jpg,6
data\dataset_2_split\train\images\16-310-ls-34-g01_27360_28500.jpg,7
data\dataset_2_split\train\images\16-310-ls-34-g01_28500_29640.jpg,
data\dataset_2_split\train\images\16-310-ls-34-g01_29640_30780.jpg,
data\dataset_2_split\train\images\16-310-ls-34-g01_3420_4560.jpg,7
data\dataset_2_split\train\images\16-310-ls-34-g01_6840_7980.jpg,1
data\dataset_2_split\train\images\16-310-ls-34-g01_9120_10260.jpg,6
data\dataset_2_split\train\images\16-320-ls-34-g01_10260_11400.jpg,7
data\dataset_2_split\train\images\16-320-ls-34-g01_14820_15960.jpg,
data\dataset_2_split\train\images\16-320-ls-34-g01_15960_17100.jpg,
data\dataset_2_split\train\images\16-320-ls-34-g01_17100_18240.jpg,
data\dataset_2_split\train\images\16-320-ls-34-g01_20520_21660.jpg,
data\dataset_2_split\train\images\16-320-ls-34-g01_2280_3420.jpg,"0,6"
data\dataset_2_split\train\images\16-320-ls-34-g01_23940_25080.jpg,
data\dataset_2_split\train\images\16-320-ls-34-g01_25080_26220.jpg,
